rank,language,title,views,url
35,ss,Likhasi_Lelikhulu,79,https://everythinginperspective.vercel.app/dictionary/ss/Likhasi_Lelikhulu
36,zh,雫,78,https://everythinginperspective.vercel.app/dictionary/zh/雫
37,fj,Tabana_levu,77,https://everythinginperspective.vercel.app/dictionary/fj/Tabana_levu
38,ms,Laman_Utama,77,https://everythinginperspective.vercel.app/dictionary/ms/Laman_Utama
39,ie,Págine_principal,76,https://everythinginperspective.vercel.app/dictionary/ie/Págine_principal
40,iu,ᐊᒥᖅ,76,https://everythinginperspective.vercel.app/dictionary/iu/ᐊᒥᖅ
41,sa,मुख्यपृष्ठम्,76,https://everythinginperspective.vercel.app/dictionary/sa/मुख्यपृष्ठम्
42,mi,Hau_Kāinga,74,https://everythinginperspective.vercel.app/dictionary/mi/Hau_Kāinga
43,qu,Qhapaq_p'anqa,74,https://everythinginperspective.vercel.app/dictionary/qu/Qhapaq_p'anqa
44,sg,Gä_nzönî,72,https://everythinginperspective.vercel.app/dictionary/sg/Gä_nzönî
45,ka,მთავარი_გვერდი,71,https://everythinginperspective.vercel.app/dictionary/ka/მთავარი_გვერდი
46,ml,പ്രധാന_താൾ,71,https://everythinginperspective.vercel.app/dictionary/ml/പ്രധാന_താൾ
47,ts,Tlukankulu,68,https://everythinginperspective.vercel.app/dictionary/ts/Tlukankulu
48,gu,મુખપૃષ્ઠ,65,https://everythinginperspective.vercel.app/dictionary/gu/મુખપૃષ્ઠ
49,mk,Главна_страница,65,https://everythinginperspective.vercel.app/dictionary/mk/Главна_страница
50,mr,मुखपृष्ठ,64,https://everythinginperspective.vercel.app/dictionary/mr/मुखपृष्ठ
51,tl,Unang_Pahina,63,https://everythinginperspective.vercel.app/dictionary/tl/Unang_Pahina
52,mt,Il-Paġna_prinċipali,62,https://everythinginperspective.vercel.app/dictionary/mt/Il-Paġna_prinċipali
53,ay,Portada,61,https://everythinginperspective.vercel.app/dictionary/ay/Portada
54,km,ទំព័រដើម,61,https://everythinginperspective.vercel.app/dictionary/km/ទំព័រដើម
55,sq,Faqja_kryesore,61,https://everythinginperspective.vercel.app/dictionary/sq/Faqja_kryesore
56,su,Tepas,61,https://everythinginperspective.vercel.app/dictionary/su/Tepas
57,sw,Mwanzo,61,https://everythinginperspective.vercel.app/dictionary/sw/Mwanzo
58,tn,Tsebe_ya_konokono,61,https://everythinginperspective.vercel.app/dictionary/tn/Tsebe_ya_konokono
59,ug,باش_بەت,61,https://everythinginperspective.vercel.app/dictionary/ug/باش_بەت
60,be,Галоўная_старонка,60,https://everythinginperspective.vercel.app/dictionary/be/Галоўная_старонка
61,or,ପ୍ରଧାନ_ପୃଷ୍ଠା,60,https://everythinginperspective.vercel.app/dictionary/or/ପ୍ରଧାନ_ପୃଷ୍ଠା
62,tt,Баш_бит,60,https://everythinginperspective.vercel.app/dictionary/tt/Баш_бит
63,yi,הויפט_זייט,60,https://everythinginperspective.vercel.app/dictionary/yi/הויפט_זייט
64,zu,Ikhasi_Elikhulu,60,https://everythinginperspective.vercel.app/dictionary/zu/Ikhasi_Elikhulu
65,ga,Príomhleathanach,57,https://everythinginperspective.vercel.app/dictionary/ga/Príomhleathanach
66,sv,hamr,57,https://everythinginperspective.vercel.app/dictionary/sv/hamr
67,nl,Hoofdpagina,56,https://everythinginperspective.vercel.app/dictionary/nl/Hoofdpagina
68,ps,لومړی_مخ,56,https://everythinginperspective.vercel.app/dictionary/ps/لومړی_مخ
69,sm,Itulau_Muamua,56,https://everythinginperspective.vercel.app/dictionary/sm/Itulau_Muamua
70,am,ዋና_ገጽ,55,https://everythinginperspective.vercel.app/dictionary/am/ዋና_ገጽ
71,kl,Saqqaa,55,https://everythinginperspective.vercel.app/dictionary/kl/Saqqaa
72,lv,Sākumlapa,55,https://everythinginperspective.vercel.app/dictionary/lv/Sākumlapa
73,ha,Babban_shafi,53,https://everythinginperspective.vercel.app/dictionary/ha/Babban_shafi
74,kk,Басты_бет,53,https://everythinginperspective.vercel.app/dictionary/kk/Басты_бет
75,gd,Prìomh-Dhuilleag,52,https://everythinginperspective.vercel.app/dictionary/gd/Prìomh-Dhuilleag
76,ia,Pagina_principal,52,https://everythinginperspective.vercel.app/dictionary/ia/Pagina_principal
77,ky,Башкы_барак,52,https://everythinginperspective.vercel.app/dictionary/ky/Башкы_барак
78,gv,Ard-ghuillag,51,https://everythinginperspective.vercel.app/dictionary/gv/Ard-ghuillag
79,ln,Lokásá_ya_libosó,51,https://everythinginperspective.vercel.app/dictionary/ln/Lokásá_ya_libosó
80,om,Fuula_Dura,51,https://everythinginperspective.vercel.app/dictionary/om/Fuula_Dura
81,wo,Xëtu_Njëlbéen,51,https://everythinginperspective.vercel.app/dictionary/wo/Xëtu_Njëlbéen
82,az,Ana_səhifə,50,https://everythinginperspective.vercel.app/dictionary/az/Ana_səhifə
83,bs,Početna_strana,50,https://everythinginperspective.vercel.app/dictionary/bs/Početna_strana
84,pa,ਮੁੱਖ_ਪੰਨਾ,49,https://everythinginperspective.vercel.app/dictionary/pa/ਮੁੱਖ_ਪੰਨਾ
85,ti,መበገሲ_ገጽ,49,https://everythinginperspective.vercel.app/dictionary/ti/መበገሲ_ገጽ
86,dv,މައި_ޞަފްޙާ,48,https://everythinginperspective.vercel.app/dictionary/dv/މައި_ޞަފްޙާ
87,hr,umetnuti,48,https://everythinginperspective.vercel.app/dictionary/hr/umetnuti
88,mn,Нүүр_хуудас,48,https://everythinginperspective.vercel.app/dictionary/mn/Нүүр_хуудас
89,sh,umetnuti,48,https://everythinginperspective.vercel.app/dictionary/sh/umetnuti
90,zh,共匪,48,https://everythinginperspective.vercel.app/dictionary/zh/共匪
91,fa,س,47,https://everythinginperspective.vercel.app/dictionary/fa/س
92,gn,Ape,46,https://everythinginperspective.vercel.app/dictionary/gn/Ape
93,sd,مُک_صفحو,45,https://everythinginperspective.vercel.app/dictionary/sd/مُک_صفحو
94,ku,Wîkîferheng,44,https://everythinginperspective.vercel.app/dictionary/ku/Wîkîferheng
95,zh,殺人放火金腰帶，修橋補路無屍骸,44,https://everythinginperspective.vercel.app/dictionary/zh/殺人放火金腰帶，修橋補路無屍骸
96,br,contigo,43,https://everythinginperspective.vercel.app/dictionary/br/contigo
97,fa,و,40,https://everythinginperspective.vercel.app/dictionary/fa/و
98,zh,使用者,40,https://everythinginperspective.vercel.app/dictionary/zh/使用者
99,uk,в,38,https://everythinginperspective.vercel.app/dictionary/uk/в
100,he,עמוד_ראשי,35,https://everythinginperspective.vercel.app/dictionary/he/עמוד_ראשי
101,sv,slang,35,https://everythinginperspective.vercel.app/dictionary/sv/slang
102,tk,Baş_Sahypa,34,https://everythinginperspective.vercel.app/dictionary/tk/Baş_Sahypa
103,he,אבו_עלי,32,https://everythinginperspective.vercel.app/dictionary/he/אבו_עלי
104,ms,pengguna,32,https://everythinginperspective.vercel.app/dictionary/ms/pengguna
105,ig,Ihu_mbụ,30,https://everythinginperspective.vercel.app/dictionary/ig/Ihu_mbụ
106,ku,girijîn,30,https://everythinginperspective.vercel.app/dictionary/ku/girijîn
107,ar,ل,29,https://everythinginperspective.vercel.app/dictionary/ar/ل
108,kn,ಹೋಲಿಕೆ,29,https://everythinginperspective.vercel.app/dictionary/kn/ಹೋಲಿಕೆ
109,si,ඞ,27,https://everythinginperspective.vercel.app/dictionary/si/ඞ
110,gl,Páxina_Principal,26,https://everythinginperspective.vercel.app/dictionary/gl/Páxina_Principal
111,sa,संस्कृत_सुभाषितानि_-_०५,24,https://everythinginperspective.vercel.app/dictionary/sa/संस्कृत_सुभाषितानि_-_०५
112,ar,غ,23,https://everythinginperspective.vercel.app/dictionary/ar/غ
113,br,Bourdel,23,https://everythinginperspective.vercel.app/dictionary/br/Bourdel
114,hy,չակերտ,23,https://everythinginperspective.vercel.app/dictionary/hy/չակերտ
115,bg,деребей,22,https://everythinginperspective.vercel.app/dictionary/bg/деребей
116,gl,puro,22,https://everythinginperspective.vercel.app/dictionary/gl/puro
117,br,Bordeaux,21,https://everythinginperspective.vercel.app/dictionary/br/Bordeaux
118,bg,участник,19,https://everythinginperspective.vercel.app/dictionary/bg/участник
119,af,loopbaan,18,https://everythinginperspective.vercel.app/dictionary/af/loopbaan
120,km,វចនានុក្រម,17,https://everythinginperspective.vercel.app/dictionary/km/វចនានុក្រម
121,sa,संस्कृत_सुभाषितानि_-_०४,17,https://everythinginperspective.vercel.app/dictionary/sa/संस्कृत_सुभाषितानि_-_०४
122,eo,reĝo,15,https://everythinginperspective.vercel.app/dictionary/eo/reĝo
123,kn,ಸಮಾನಾರ್ಥಕ,15,https://everythinginperspective.vercel.app/dictionary/kn/ಸಮಾನಾರ್ಥಕ
124,kn,ಪ್ರಚಂಡ,15,https://everythinginperspective.vercel.app/dictionary/kn/ಪ್ರಚಂಡ
125,ta,உண்மை,14,https://everythinginperspective.vercel.app/dictionary/ta/உண்மை
126,az,contact,13,https://everythinginperspective.vercel.app/dictionary/az/contact
127,ca,contact,13,https://everythinginperspective.vercel.app/dictionary/ca/contact
128,co,contact,13,https://everythinginperspective.vercel.app/dictionary/co/contact
129,hi,अशिक्षित,13,https://everythinginperspective.vercel.app/dictionary/hi/अशिक्षित
130,li,wit,13,https://everythinginperspective.vercel.app/dictionary/li/wit
131,am,contact,12,https://everythinginperspective.vercel.app/dictionary/am/contact
132,eo,contact,12,https://everythinginperspective.vercel.app/dictionary/eo/contact
133,ne,नेपाली-नेपाली_शब्दकोश,12,https://everythinginperspective.vercel.app/dictionary/ne/नेपाली-नेपाली_शब्दकोश
134,hr,Razlikovni_rječnik_hrvatskog_jezika_i_srpskog_jezika,11,https://everythinginperspective.vercel.app/dictionary/hr/Razlikovni_rječnik_hrvatskog_jezika_i_srpskog_jezika
135,hr,nazivi_za_mjesece_u_hrvatskomu_jeziku,11,https://everythinginperspective.vercel.app/dictionary/hr/nazivi_za_mjesece_u_hrvatskomu_jeziku
136,sm,reĝo,11,https://everythinginperspective.vercel.app/dictionary/sm/reĝo
137,uz,qiyiq,11,https://everythinginperspective.vercel.app/dictionary/uz/qiyiq
138,bg,осцилация,10,https://everythinginperspective.vercel.app/dictionary/bg/осцилация
139,co,sex,10,https://everythinginperspective.vercel.app/dictionary/co/sex
140,eo,jemandem_eine_Handbreit_Wasser_unter_dem_Kiel_wünschen,10,https://everythinginperspective.vercel.app/dictionary/eo/jemandem_eine_Handbreit_Wasser_unter_dem_Kiel_wünschen
141,bs,nedjelja,9,https://everythinginperspective.vercel.app/dictionary/bs/nedjelja
142,hy,իմիտացիա,9,https://everythinginperspective.vercel.app/dictionary/hy/իմիտացիա
143,hy,սկզբունքային,9,https://everythinginperspective.vercel.app/dictionary/hy/սկզբունքային
144,is,dóp,9,https://everythinginperspective.vercel.app/dictionary/is/dóp
145,ka,sextionde,9,https://everythinginperspective.vercel.app/dictionary/ka/sextionde
146,ka,sexton,9,https://everythinginperspective.vercel.app/dictionary/ka/sexton
147,km,តភ្ជាប់,9,https://everythinginperspective.vercel.app/dictionary/km/តភ្ជាប់
148,oc,mèca,9,https://everythinginperspective.vercel.app/dictionary/oc/mèca
149,uz,ofitsiant,9,https://everythinginperspective.vercel.app/dictionary/uz/ofitsiant
150,cy,olew,8,https://everythinginperspective.vercel.app/dictionary/cy/olew
151,hr,Razlikovni_rječnik_srpskog_jezika_i_hrvatskog_jezika,8,https://everythinginperspective.vercel.app/dictionary/hr/Razlikovni_rječnik_srpskog_jezika_i_hrvatskog_jezika
152,km,លំនៅ,8,https://everythinginperspective.vercel.app/dictionary/km/លំនៅ
153,la,Pagina_prima,8,https://everythinginperspective.vercel.app/dictionary/la/Pagina_prima
154,ml,sex,8,https://everythinginperspective.vercel.app/dictionary/ml/sex
155,mn,соно,8,https://everythinginperspective.vercel.app/dictionary/mn/соно
156,no,bedre_føre_vàr_enn_etter_snar,8,https://everythinginperspective.vercel.app/dictionary/no/bedre_føre_vàr_enn_etter_snar
157,oc,sexual,8,https://everythinginperspective.vercel.app/dictionary/oc/sexual
158,sa,संस्कृत-हिन्दी_शब्दकोश_(अ_से_अः),8,https://everythinginperspective.vercel.app/dictionary/sa/संस्कृत-हिन्दी_शब्दकोश_(अ_से_अः)
159,tl,lancia,8,https://everythinginperspective.vercel.app/dictionary/tl/lancia
160,am,about,7,https://everythinginperspective.vercel.app/dictionary/am/about
161,be,about,7,https://everythinginperspective.vercel.app/dictionary/be/about
162,bs,sextio,7,https://everythinginperspective.vercel.app/dictionary/bs/sextio
163,bs,fyrtiosex,7,https://everythinginperspective.vercel.app/dictionary/bs/fyrtiosex
164,cy,literate,7,https://everythinginperspective.vercel.app/dictionary/cy/literate
165,ig,Anyamkpuluego,7,https://everythinginperspective.vercel.app/dictionary/ig/Anyamkpuluego
166,oc,Viccionari,7,https://everythinginperspective.vercel.app/dictionary/oc/Viccionari
167,sl,literatura,7,https://everythinginperspective.vercel.app/dictionary/sl/literatura
168,te,తెలుగు_వ్యతిరేక_పదములు_జాబితా,7,https://everythinginperspective.vercel.app/dictionary/te/తెలుగు_వ్యతిరేక_పదములు_జాబితా
169,bs,sexton,6,https://everythinginperspective.vercel.app/dictionary/bs/sexton
170,cy,songs,6,https://everythinginperspective.vercel.app/dictionary/cy/songs
171,ha,Marhabin,6,https://everythinginperspective.vercel.app/dictionary/ha/Marhabin
172,ia,Frontispicio,6,https://everythinginperspective.vercel.app/dictionary/ia/Frontispicio
173,io,trublo,6,https://everythinginperspective.vercel.app/dictionary/io/trublo
174,io,kom,6,https://everythinginperspective.vercel.app/dictionary/io/kom
175,is,sex,6,https://everythinginperspective.vercel.app/dictionary/is/sex
176,kl,sex,6,https://everythinginperspective.vercel.app/dictionary/kl/sex
177,kl,sextio,6,https://everythinginperspective.vercel.app/dictionary/kl/sextio
178,ky,Башбарак,6,https://everythinginperspective.vercel.app/dictionary/ky/Башбарак
179,mn,reĝo,6,https://everythinginperspective.vercel.app/dictionary/mn/reĝo
180,my,asexual,6,https://everythinginperspective.vercel.app/dictionary/my/asexual
181,my,literature,6,https://everythinginperspective.vercel.app/dictionary/my/literature
182,no,norsk,6,https://everythinginperspective.vercel.app/dictionary/no/norsk
183,no,gaupe,6,https://everythinginperspective.vercel.app/dictionary/no/gaupe
184,om,sex,6,https://everythinginperspective.vercel.app/dictionary/om/sex
185,sg,literatuur,6,https://everythinginperspective.vercel.app/dictionary/sg/literatuur
186,sg,geminus,6,https://everythinginperspective.vercel.app/dictionary/sg/geminus
187,sg,literatura,6,https://everythinginperspective.vercel.app/dictionary/sg/literatura
188,sh,Glavna_strana,6,https://everythinginperspective.vercel.app/dictionary/sh/Glavna_strana
189,su,song,6,https://everythinginperspective.vercel.app/dictionary/su/song
190,te,భౌతిక_శాస్త్రము_-_పారిభాషిక_పదాలు_(ఆంగ్లం_-_తెలుగు)_జాబితా,6,https://everythinginperspective.vercel.app/dictionary/te/భౌతిక_శాస్త్రము_-_పారిభాషిక_పదాలు_(ఆంగ్లం_-_తెలుగు)_జాబితా
191,te,తెలుగు_ఇంటిపేర్లు,6,https://everythinginperspective.vercel.app/dictionary/te/తెలుగు_ఇంటిపేర్లు
192,wa,Lutrumindje,6,https://everythinginperspective.vercel.app/dictionary/wa/Lutrumindje
193,cy,sex,5,https://everythinginperspective.vercel.app/dictionary/cy/sex
194,eu,literatura,5,https://everythinginperspective.vercel.app/dictionary/eu/literatura
195,ia,sex,5,https://everythinginperspective.vercel.app/dictionary/ia/sex
196,ky,sex,5,https://everythinginperspective.vercel.app/dictionary/ky/sex
197,lb,sexta-feira,5,https://everythinginperspective.vercel.app/dictionary/lb/sexta-feira
198,lv,Sanmarīno,5,https://everythinginperspective.vercel.app/dictionary/lv/Sanmarīno
199,mn,soy,5,https://everythinginperspective.vercel.app/dictionary/mn/soy
200,ne,नेपाली_वर्णमाला,5,https://everythinginperspective.vercel.app/dictionary/ne/नेपाली_वर्णमाला
201,ne,नेपाली_-_इंग्लिश_शब्दकोश,5,https://everythinginperspective.vercel.app/dictionary/ne/नेपाली_-_इंग्लिश_शब्दकोश
202,om,homosexual,5,https://everythinginperspective.vercel.app/dictionary/om/homosexual
203,sq,Shkronja_ë,5,https://everythinginperspective.vercel.app/dictionary/sq/Shkronja_ë
204,sq,raketë,5,https://everythinginperspective.vercel.app/dictionary/sq/raketë
205,su,ambéh,5,https://everythinginperspective.vercel.app/dictionary/su/ambéh
206,tl,mema,5,https://everythinginperspective.vercel.app/dictionary/tl/mema
207,vo,Viccionari,5,https://everythinginperspective.vercel.app/dictionary/vo/Viccionari
208,yi,גראַמאַטיק,5,https://everythinginperspective.vercel.app/dictionary/yi/גראַמאַטיק
209,fo,sex,4,https://everythinginperspective.vercel.app/dictionary/fo/sex
210,ga,sex,4,https://everythinginperspective.vercel.app/dictionary/ga/sex
211,ga,song,4,https://everythinginperspective.vercel.app/dictionary/ga/song
212,gn,ñe'ẽryru,4,https://everythinginperspective.vercel.app/dictionary/gn/ñe'ẽryru
213,ha,Kazanta,4,https://everythinginperspective.vercel.app/dictionary/ha/Kazanta
214,ha,Ainun,4,https://everythinginperspective.vercel.app/dictionary/ha/Ainun
215,ig,Abasili,4,https://everythinginperspective.vercel.app/dictionary/ig/Abasili
216,ig,Ojiakor,4,https://everythinginperspective.vercel.app/dictionary/ig/Ojiakor
217,jv,êntèk_ênting,4,https://everythinginperspective.vercel.app/dictionary/jv/êntèk_ênting
218,lo,literature,4,https://everythinginperspective.vercel.app/dictionary/lo/literature
219,lv,sex,4,https://everythinginperspective.vercel.app/dictionary/lv/sex
220,om,sexton,4,https://everythinginperspective.vercel.app/dictionary/om/sexton
221,om,literary,4,https://everythinginperspective.vercel.app/dictionary/om/literary
222,sd,sexy,4,https://everythinginperspective.vercel.app/dictionary/sd/sexy
223,sq,abaci,4,https://everythinginperspective.vercel.app/dictionary/sq/abaci
224,st,sala,4,https://everythinginperspective.vercel.app/dictionary/st/sala
225,sw,pagaa,4,https://everythinginperspective.vercel.app/dictionary/sw/pagaa
226,tl,musical,4,https://everythinginperspective.vercel.app/dictionary/tl/musical
227,vo,sexta-feira,4,https://everythinginperspective.vercel.app/dictionary/vo/sexta-feira
228,gn,Japiro,3,https://everythinginperspective.vercel.app/dictionary/gn/Japiro
229,ie,music,3,https://everythinginperspective.vercel.app/dictionary/ie/music
230,ie,contact,3,https://everythinginperspective.vercel.app/dictionary/ie/contact
231,kk,song,3,https://everythinginperspective.vercel.app/dictionary/kk/song
232,kk,literature,3,https://everythinginperspective.vercel.app/dictionary/kk/literature
233,lb,Awuer,3,https://everythinginperspective.vercel.app/dictionary/lb/Awuer
234,ln,Moto,3,https://everythinginperspective.vercel.app/dictionary/ln/Moto
235,lo,sex_organ,3,https://everythinginperspective.vercel.app/dictionary/lo/sex_organ
236,lo,literaturo,3,https://everythinginperspective.vercel.app/dictionary/lo/literaturo
237,mk,song,3,https://everythinginperspective.vercel.app/dictionary/mk/song
238,mk,musica,3,https://everythinginperspective.vercel.app/dictionary/mk/musica
239,mk,reĝo,3,https://everythinginperspective.vercel.app/dictionary/mk/reĝo
240,mr,पृथ्वी,3,https://everythinginperspective.vercel.app/dictionary/mr/पृथ्वी
241,mr,मराठी_शुद्धलेखन,3,https://everythinginperspective.vercel.app/dictionary/mr/मराठी_शुद्धलेखन
242,sm,ŝarko,3,https://everythinginperspective.vercel.app/dictionary/sm/ŝarko
243,sm,kind,3,https://everythinginperspective.vercel.app/dictionary/sm/kind
244,tn,Dumela,3,https://everythinginperspective.vercel.app/dictionary/tn/Dumela
245,vo,homeosexualo,3,https://everythinginperspective.vercel.app/dictionary/vo/homeosexualo
246,gd,Déardaoin,2,https://everythinginperspective.vercel.app/dictionary/gd/Déardaoin
247,gn,Ynambu,2,https://everythinginperspective.vercel.app/dictionary/gn/Ynambu
248,ie,over,2,https://everythinginperspective.vercel.app/dictionary/ie/over
249,kk,soy,2,https://everythinginperspective.vercel.app/dictionary/kk/soy
250,or,ଧାତୁ,2,https://everythinginperspective.vercel.app/dictionary/or/ଧାତୁ
251,or,ନିର୍ଯ୍ୟାସ,2,https://everythinginperspective.vercel.app/dictionary/or/ନିର୍ଯ୍ୟାସ
252,pa,ਪੱਤਣ,2,https://everythinginperspective.vercel.app/dictionary/pa/ਪੱਤਣ
253,ps,of,2,https://everythinginperspective.vercel.app/dictionary/ps/of
254,rw,Intangiriro,2,https://everythinginperspective.vercel.app/dictionary/rw/Intangiriro
255,sd,sexton,2,https://everythinginperspective.vercel.app/dictionary/sd/sexton
256,sd,Internet,2,https://everythinginperspective.vercel.app/dictionary/sd/Internet
257,tk,arzanlyk,2,https://everythinginperspective.vercel.app/dictionary/tk/arzanlyk
258,tk,bijin,2,https://everythinginperspective.vercel.app/dictionary/tk/bijin
259,tk,ada,2,https://everythinginperspective.vercel.app/dictionary/tk/ada
260,tn,Setswana,2,https://everythinginperspective.vercel.app/dictionary/tn/Setswana
261,ts,tsema,2,https://everythinginperspective.vercel.app/dictionary/ts/tsema
262,ug,خاككىر,2,https://everythinginperspective.vercel.app/dictionary/ug/خاككىر
263,zu,song,2,https://everythinginperspective.vercel.app/dictionary/zu/song
264,zu,u-Apreli,2,https://everythinginperspective.vercel.app/dictionary/zu/u-Apreli
265,tt,әйләнмә,1,https://everythinginperspective.vercel.app/dictionary/tt/әйләнмә
266,zu,-hlela,1,https://everythinginperspective.vercel.app/dictionary/zu/-hlela
